SLUG,PROMOTED_RUN_TITLE,ORGANISATION_TITLE,BUSINESS_MODEL,COUNT_UNIT_ENROLEMENT,UNLIMITED_ENRLEMENTS
hnd702-4,HND702.4 Type 1 Management Toolbox,Deakin University,NoPurchase,722,0
better-emails,Writing Better Emails,British Council,PaidForAccess,312,0
society-and-bioeconomy,Introduction to Sustainable Bioeconomy,University of Padova,UpgradedAccess,934,64
hotel-market-analysis-valuation-private,How to Perform a Hotel Market Analysis and Valuation,Glion Institute of Higher Education,SponsoredAccess,1603,0
understanding-gender-identity,Understanding Gender Identity,The Open University,PaidForAccess,312,0
managing-culture-as-leaders-et,International Leadership: Managing Culture as Leaders,Coventry University,ExpertTrackAccess,58,0
analysing-data-ibm,Analysing Data (IBM),Coventry University,NoPurchase,59,0
7035cem-05,Solving Business Problems,Coventry University,NoPurchase,79,0
sisterhood-works-build-a-more-meaningful-network-,Sisterhood Works: How to Build a More Meaningful Network,AllBright,ExpertTrackAccess,50,0
digital-diplomacy,Digital Diplomacy,Global Diplomatic Forum,SponsoredAccess,137,0
culture-in-global-marketing-c-ibm,Culture in International and Global Marketing (IBM),Coventry University,NoPurchase,160,0
global-marketing-a-definition-c-ibm,International and Global Marketing: A Definition (IBM),Coventry University,NoPurchase,194,0
introduction-to-strategy-c,Strategy as a Process and Measures of Success: An Introduction (C),Coventry University,NoPurchase,182,0
understanding-development-contexts-course-1,Understanding Development Contexts,The Open University,NoPurchase,95,0
rewarding-excellence-c,Supporting International Employees (C),Coventry University,NoPurchase,51,0
mental-health-stress-oc,Mental Health and Stress Management: The Business Case,Coventry University,NoPurchase,25,0
organisational-corporate-social-responsibility-c,Organisational Corporate Social Responsibility (C),Coventry University,NoPurchase,41,0
challenges-for-human-resource-management,Challenges for Human Resource Management,Coventry University,NoPurchase,40,0
network-environments,Network Environments,Coventry University,NoPurchase,75,0
inventory-management-and-economic-ordering-c,Inventory Management and Economic Ordering (C),Coventry University,NoPurchase,69,0
project-planning-business-planning-ethics-oc,"Evidence-based Practice, Project Planning and Ethics",Coventry University,NoPurchase,22,0
adh733-4,"ADH733.4 Growth, Globalisation and Trade",Deakin University,NoPurchase,40,0
multimorbidity-case-management,Multimorbidity and Case Management,Coventry University,NoPurchase,79,0
leadership-and-emergency-management-c,Leadership and Emergency Management,Coventry University,NoPurchase,16,0
principles-management-leadership-healthcare-a,Introduction to the Principles of Management and Leadership in Healthcare (A),Coventry University,UpgradedAccess,0,0
religion-gender-and-sexual-wellbeing-from-sexual-reproductive-health-and-rights-to-piety-and-pleasure,"Religion and Sexuality: Pleasure, Piety, and Reproductive Rights",University of Groningen,UpgradedAccess,0,0
sustainable-transportation,Sustainable Transportation,Coventry University,NoPurchase,18,0
f5006fd-sc9,F5006FD - SC9,Coventry University,UpgradedAccess,0,0
create-a-robust-go-to-market-strategy,Create a Robust Go to Market Strategy,The EntrepreneurNOW! Network (ENN),PaidForAccess,9,0
iot-security-case-studies,IoT Security Case Studies,Coventry University,NoPurchase,47,0
rr-corporate-governance,Corporate Finance: Corporate Governance,The Open University,NoPurchase,19,0
maqasid-al-syariah-and-sustainable-development,Maqasid al-Syariah and Sustainable Development,Universiti Malaya,UpgradedAccess,4,0
entrepreneurship-four,Risk and Resilience,Coventry University,UpgradedAccess,6,0
data-science-healthcare-real-world-evidence-spanish,Data Science for Healthcare: Using Real World Evidence - Spanish,EIT,UpgradedAccess,2,0
an-introduction-to-cryptography,An Introduction to Cryptography,Coventry University,NoPurchase,5,0
lymphatic-science,Lymphatics: The Impact of Lymphatic Science on Medical Practice,"St George's, University of London",UpgradedAccess,4,0
fashion-values-fashion-economy,TBC Fashion Values: Fashion & Economy,London College of Fashion,UpgradedAccess,5,0
digital-tribes-listening-to-customers,"Digital Tribes, Listening to Customers and New Trends",Anglia Ruskin University,NoPurchase,8,0
projects-and-people-c,Projects and People (C),Coventry University,UpgradedAccess,1,0
introduction-to-malware-investigations,Introduction to Digital Forensics: Malware Analysis and Investigations,PA Consulting,ExpertTrackAccess,1,0
develop-in-swift-fundamentals-navigation-and-workflows,TBC Develop in Swift Fundamentals: Navigation and Workflows,FutureLearn,UpgradedAccess,0,0
research-philosophies-ethics-preparation-for-research-oc,"Research Philosophies, Research Ethics and Preparations for Research",Coventry University,NoPurchase,0,0
complex-emergencies-civil-military-relations-oc,Complex Emergencies and Civil-military Relations,Coventry University,NoPurchase,0,0
post-growth-economics-foundations-for-the-economy-of-tomorrow,Sustainable Economics: Foundations for a Post-Growth Future,University of Surrey,UpgradedAccess,1,0
business-process-management,Business Process Management,Queensland University of Technology,UpgradedAccess,23233,10
good-brain-bad-brain-drugs,"Good Brain, Bad Brain: Drug Origins",University of Birmingham,UpgradedAccess,53843,284
nhs-values-nursing-midwifery,Understanding NHS Values,King's College London,UpgradedAccess,5790,2
resourcing-the-organisation,Resourcing the Organisation,Coventry University,NoPurchase,159,0
study-uk-preparing-for-work,Study UK: Preparing for work,British Council,SponsoredAccess,22484,0
networking-with-python-socket-programming-for-communication,Networking with Python: Socket Programming for Communication,Raspberry Pi Foundation,UpgradedAccess,5339,108
literature,Literature and Mental Health,The University of Warwick,UpgradedAccess,51889,6
overcoming-imposter-syndrome,Overcoming Imposter Syndrome,University of Southern Queensland,SponsoredAccess,28591,0
discovering-science-global-challenges,Discovering Science: Global Challenges,University of Leeds,UpgradedAccess,10098,101
how-to-make-a-poem,How To Make A Poem,Manchester Metropolitan University,UpgradedAccess,29056,281
video-game-design-development,Video Game Design and Development,Abertay University,UpgradedAccess,11556,122
exploring-possible-futures,Exploring Possible Futures,University of Basel,UpgradedAccess,6366,47
introduction-to-content-design,Introduction to Content Design,Government Digital Service,UpgradedAccess,21394,237
hans-christian-andersens-fairy-tales,Hans Christian Andersen’s Fairy Tales,Hans Christian Andersen Centre,UpgradedAccess,33752,4
exploring-copyright,"Exploring Copyright: History, Culture, Industry",International Confederation of Societies of Authors and Composers (CISAC),UpgradedAccess,15029,167
post-traumatic-stress-disorder-ptsd-in-the-global-context,Post-Traumatic Stress Disorder (PTSD) in the Global Context,The University of Glasgow,UpgradedAccess,3196,237
humphry-davy,Humphry Davy,Lancaster University,UpgradedAccess,4658,59
teaching-primary-science-chemistry,Teaching Primary Science: Chemistry,National STEM Learning Centre,PaidForAccess,2804,108
data-masterclass,Data Masterclass for Senior Leaders,10 Downing Street Data Science Team,SponsoredAccess,1092,0
introduction-into-3d-modelling-animation,Introduction to 3D Animation using Blender,VR Voom,UpgradedAccess,5704,51
inequality-in-latin-america,Inequalities in Latin America and the Caribbean,UNESCO,UpgradedAccess,2449,13
social-media-in-healthcare,Social Media in Healthcare,Taipei Medical University,UpgradedAccess,13692,107
gezondheid-na-zwangerschap,Gezondheid na je zwangerschap,University of Groningen,UpgradedAccess,649,4
mapper,Mapper: Navigating Digital Career Tools,Founders4Schools,UpgradedAccess,2348,33
managing-company-culture,Managing Company Culture Whilst Responding to Environmental Challenges,Coventry University,UpgradedAccess,211,38
holocaust-teaching,Teaching the Holocaust,UCL (University College London) ,UpgradedAccess,2616,46
through-engineers-eyes-introducing,Through Engineers' Eyes - Introducing the Vision,UNSW Sydney,UpgradedAccess,801,1
fungal-diagnostics,Fungal Diagnostics in Critically Ill Patients,BSAC,UpgradedAccess,528,51
technical-curriculum-design-working-with-standards,Technical Curriculum Design: Principles and Models of Curriculum Design,Education and Training Foundation (ETF),SponsoredAccess,252,0
hist2006-4,HIST2006.4: Crime as Spectacle in the 20th Century,The University of Newcastle Australia,NoPurchase,240,0
antibiotic-resistance-non-fermenting-gram-negative-bacteria,Challenges in Antibiotic Resistance: Non-Fermenting Gram Negative Bacteria,BSAC,UpgradedAccess,508,36
rewarding-excellence,Supporting International Employees,Coventry University,NoPurchase,37,0
client-needs-c6,Client Needs (C6),Coventry University,NoPurchase,162,0
globalisation-disease-occurrence-oc,Globalisation and Disease Occurrence,Coventry University,NoPurchase,75,0
business-management-and-leadership,Business Management and Leadership,The University of Kent,ExpertTrackAccess,43,0
engl2011-3,ENGL2011.3: Cultural Contexts,The University of Newcastle Australia,NoPurchase,113,0
f5007fd-sc5,Critical Appraisal of Evidence 2,Coventry University,NoPurchase,23,0
strategic-leaders-providing-t-levels,Strategic Leaders Providing T Levels,Education and Training Foundation (ETF),SponsoredAccess,176,0
communicating-with-diverse-audiences,Communicating with Diverse Audiences,University of Surrey,SponsoredAccess,131,0
evaluating-and-enhancing-your-communication-skills-c,Evaluating and Enhancing Your Communication Skills (C),Coventry University,NoPurchase,46,0
ielts,Inside IELTS,The International English Language Testing System (IELTS),UpgradedAccess,84554,100
plague-pestilence-pandemic,"Plagues, Pestilence and Pandemics: Are You Ready?",Griffith University,SponsoredAccess,19183,25
ideas-better-world,Ideas for a Better World: Leading Change Through Policymaking,British Council,SponsoredAccess,42669,0
global-biosecurity,Global Biosecurity for One Health,Murdoch University,SponsoredAccess,7701,24
assessment-matters,Teach Online: Assessment Matters,Griffith University,SponsoredAccess,224,0
a-social-history-of-dublin-1850-1930,"Dublin: A Social History, 1850-1930",Dublin City University,UpgradedAccess,1540,124
what-is-bim,BIM Definition,Coventry University,NoPurchase,94,0
english-business-presentation-skills,English Business Presentation Skills,Coventry University,NoPurchase,246,0
creativity-c5,Creativity (C5),Coventry University,NoPurchase,164,0
ai-and-ml-for-business,Artificial Intelligence and Machine Learning for Business,Sungkyunkwan University (SKKU) ,UpgradedAccess,879,29
humanitarian-world-4,ADH701.4 The Humanitarian System: Complexities and Realities,Deakin University,NoPurchase,98,0
sit774-3,SIT774.3 Programming on the Client-side,Deakin University,NoPurchase,456,0
inventory-management-and-economic-ordering-et,Inventory Management and Economic Order Quantity,Coventry University,ExpertTrackAccess,63,0
market-analysis-c,In-depth Market Analysis of Selected Countries (C),Coventry University,NoPurchase,86,0
consultancy-ibm,Consultancy (IBM),Coventry University,NoPurchase,80,0
h880-adapting-to-contexts-myanmar,Technology and Learning: Adapting to Contexts,The Open University,SponsoredAccess,36,0
dsp-retail,Digital Skills: Retail - (New Joiners- Demo),Accenture Skills to Succeed,NoPurchase,123,0
how-to-support-young-people-living-with-parental-mental-illness,How To Support Young People Living with Parental Mental Illness,UCL (University College London) ,UpgradedAccess,86,11
ds-retail-acg,Digital Skills: Retail ACG & TAG,Accenture Private,SponsoredAccess,116,0
sit773-5,SIT773.5 Finalising Analysis,Deakin University,NoPurchase,489,0
lean-logistics-and-supply-chain-decision-making,Lean Logistics and Supply Chain Decision-Making,Coventry University,NoPurchase,41,0
public-key-cryptography-and-security-protocols-introduction-to-security-protocols,Public-Key Cryptography and Security Protocols: Introduction to Security Protocols,Dublin City University,NoPurchase,36,0
introduction-to-nursing-science-04,Introduction to Nursing Science 4,Coventry University,NoPurchase,4,0
independent-research-project-literature-review-c1,Independent Research Project: Literature Review (C1),Coventry University,NoPurchase,71,0
adaptation-standardisation-global-marketing-ibm,Adaptation and Standardisation in Global Marketing (IBM),Coventry University,NoPurchase,46,0
queryingdatawithtransactsql-python,Microsoft Future Ready: Data Query with Transact-SQL (Data Science using Python),"CloudSwyft Global Systems, Inc.",UpgradedAccess,0,0
sit735-5,SIT735.5 Defending Your Network,Deakin University,NoPurchase,309,0
ux-design-strategy-and-application-customer-journey-mapping,UX Design Strategy and Application: Customer Journey Mapping,FutureLearn,ExpertTrackAccess,79,0
investigating-a-murder-with-forensic-psychology,Forensic Psychology: Murder Investigation,The Open University,UpgradedAccess,7,0
management-of-change-organisation-development-design,Management of Change: Organisation Development and Design,The Open University,NoPurchase,90,0
public-key-cryptography-and-security-protocols-group-theory-elgamal-and-elliptic-curve-cryptography,"Public-Key Cryptography and Security Protocols: Group Theory, ElGamal and Elliptic Curve Cryptography.",Dublin City University,NoPurchase,38,0
hist3008-3,HIST3008.3: Aftermaths of a Global War,The University of Newcastle Australia,NoPurchase,64,0
ehealth-closed,eHealth,University of Twente,NoPurchase,8,0
organisational-responses-external-forces-oc,Organisational Responses to External Forces,Coventry University,NoPurchase,8,0
africa-to-the-world-analyzing-the-global-appeal-for-african-luxury-fashion,Africa to the World: Analysing the Global Appeal of African Luxury Fashion,The Hopenclass,ExpertTrackAccess,5,0
laser-powder-bed-fusion-process-parameters-and-parameter-optimization,Powder Bed Fusion: Optimising LPBF Parameters,EIT RawMaterials,UpgradedAccess,7,0
lean-logistics-and-supply-chain-decision-making-et,Lean Logistics: Decision Making in Supply Chain Management,Coventry University,ExpertTrackAccess,54,0
introduction-to-social-media-marketing,Social Media Marketing with Advertising Week,Advertising Week,ExpertTrackAccess,77,0
introduction-to-content-marketing-strategy,Content Marketing Strategy with Advertising Week,Advertising Week,ExpertTrackAccess,127,0
llm614-4,"(LLM614.4) Regulating the present, planning the future",Murdoch University,NoPurchase,28,0
diagnosing-strategic-change,Diagnosing strategic change,Deakin University,NoPurchase,26,0
sustainability-technology-c,Sustainability and Technology (C),Coventry University,NoPurchase,22,0
crecimiento-nunca-es-temprano-para-hacer-crecer-tu-negocio,Crecimiento: nunca es temprano para hacer crecer tu negocio,10xU,ExpertTrackAccess,7,0
managing-hospital-delays,"HME707.2 Managing hospital delays, queuing and scheduling",Deakin University,NoPurchase,33,0
introduction-to-python-new,Microsoft Future Ready: Introduction to Python Programming,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,39,0
research-design,Research Design,Coventry University,NoPurchase,13,0
network-defence-architecture-et,Network Defence Management: Security Architecture,Coventry University,ExpertTrackAccess,20,0
tbc-quantitative-data-and-descriptive-statistics-an-introduction,TBC TBC Quantitative Data and Descriptive Statistics: An Introduction,Coventry University,UpgradedAccess,0,0
designing-and-implementing-data-science-solution-on-azure-et,Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,8,0
gdpr-aviva,Introduction to GDPR,University College London,SponsoredAccess,0,0
independent-research-project-methodology-and-methods-c2,Independent Research Project: Methodology and Methods (C2),Coventry University,NoPurchase,8,0
learning-live-at-cop26,Learning Live at COP26,The University of Edinburgh,UpgradedAccess,4,0
methods-for-evaluation-and-measuring-success-a,Methods for Evaluation and Measuring Success (A),Coventry University,NoPurchase,3,0
7068exq-02,BIM definition,Coventry University,UpgradedAccess,0,0
7010py-01,Literature Review and Business Plan - 7010PY - 01,Coventry University,UpgradedAccess,2,0
businessmodels-eoccs3,Global Context - EOCCS,Coventry University,UpgradedAccess,2,0
fundamental-care-covid19-14,A Guide for Nurses on Meeting the Fundamental Care Needs of Hospitalised Patients with COVID-19 (14),University of Exeter,SponsoredAccess,1,0
international-strategy-ibm,International Strategy - DO NOT USE,Coventry University,UpgradedAccess,0,0
the-changing-global-health-policy-environment-c2,The Changing Global Health Policy Environment (C2),Coventry University,NoPurchase,2,0
inclusive-leadership,Inclusive Leadership in Healthcare Settings,NHS Leadership Academy ,UpgradedAccess,0,0
decoding-forensics,"Forensics: Pathology, Medical Examinations, and DNA Profiling",Project 39A,UpgradedAccess,0,0
global-development-palliative-care,The Global Development of Palliative Care,The University of Glasgow,UpgradedAccess,0,0
global-supply-chain-management-functions,Global Supply Chain Management Functions,Coventry University,UpgradedAccess,0,0
independent-research-project-research-design-msnursing-oc,Independent Research Project: Research Design (MSc Nursing),Coventry University,UpgradedAccess,0,0
screenwriting,An Introduction to Screenwriting,UEA (University of East Anglia),UpgradedAccess,245616,660
enterprise-shed,The Enterprise Shed: Making Ideas Happen,Newcastle University,UpgradedAccess,26621,0
digital-skills-digital-marketing,Digital Skills: Digital Marketing,Accenture,SponsoredAccess,204707,0
ancient-health,Health and Wellbeing in the Ancient World,The Open University,UpgradedAccess,29093,367
healthy-futures,Healthy Futures,Murdoch University,SponsoredAccess,6977,30
higgs,The Discovery of the Higgs Boson,The University of Edinburgh,UpgradedAccess,36931,110
diabetes-genomic-medicine,Genomic Medicine,University of Exeter,UpgradedAccess,32631,204
reflecting-and-sharing,Learning Online: Studying and Reflecting,University of Leeds,UpgradedAccess,20962,187
pte-success,PTE Success: The Skills You Need,Griffith University,UpgradedAccess,4443,40
tipping-points-climate-change-and-society,Tipping Points: Climate Change and Society,University of Exeter,UpgradedAccess,15384,483
teaching-young-learners-online,Teaching Young Learners Online,British Council,UpgradedAccess,45934,471
managing-people-teamwork,Managing People: Teamwork and Diversity,University of Reading,UpgradedAccess,5396,150
neuroleadership,Neuroleadership and Conceptual Approaches in Educational Neuroscience,Central Queensland University,ExpertTrackAccess,8977,0
from-waste-to-value,From Waste to Value: How to Tackle Food Waste,EIT Food,UpgradedAccess,4316,142
human-disease-understanding-cardiovascular-disease,Causes of Human Disease: Understanding Cardiovascular Disease,University of Leeds,UpgradedAccess,24396,354
simulation-for-logistics-an-introduction,Simulation for Logistics: An Introduction,Coventry University,UpgradedAccess,1732,45
how-to-write-a-phd-proposal,How to Write a PhD Research Proposal,University of Oslo,UpgradedAccess,8164,97
reimagining-education,Testing Times in the Classroom: Challenges of 21st Century Education,University of Exeter,UpgradedAccess,11747,340
introduction-to-financial-management-in-construction-and-basic-accounting-conventions,An Introduction to Financial Management in Construction,Coventry University,UpgradedAccess,6774,84
ux-research-at-scale-surveys-analytics-online-testing,"UX Research at Scale: Surveys, Analytics, Online Testing",University of Michigan,ExpertTrackAccess,2958,99
argentine-literature,An ABC for Enjoying Argentine Literature,Universidad Nacional de Córdoba,UpgradedAccess,2758,54
nederlands-recht,Inleiding Nederlands recht,University of Groningen,UpgradedAccess,4431,9
lets-learn-portuguese-language,Let's Learn Portuguese Language,Universiti Malaya,UpgradedAccess,2004,113
sit720-5,SIT720.5 More on Supervised Learning and the Future,Deakin University,NoPurchase,895,0
demystify-business-models,Demystifying Business Models for New Entrepreneurs,Luleå University of Technology,UpgradedAccess,596,40
send-cognitive-processing-difficulties-and-high-attaining-pupils-primary,Planning for Special Educational Needs and Disabilities (SEND) - Cognitive Processing Difficulties and High Attaining Pupils,Coventry University,NoPurchase,153,0
fam-nnedpro-assessment,Food as Medicine Final Assessment Course (NNEdPro),Monash University,NoPurchase,36,0
sit752-fl5,SIT752.5 Climbing the Career Ladder,Deakin University,NoPurchase,469,0
exercise-design-and-management,Exercise Design and Management,Coventry University,NoPurchase,87,0
legal-ethical-context,The Legal and Ethical Context,Coventry University,NoPurchase,142,0
hist1001-3,HIST1001.3: Globalisation of Empire,The University of Newcastle Australia,NoPurchase,241,0
human-resource-talent-management-a,Human Resource and Talent Management (A),Coventry University,NoPurchase,3,0
engl2011-1,ENGL2011.1: Storying The World Through Picturebooks,The University of Newcastle Australia,NoPurchase,118,0
global-supply-chains-and-managing-inventory-location-c,Global Supply Chains and Managing Inventory Location (C),Coventry University,NoPurchase,121,0
why-do-we-age-private,Why Do We Age? The Molecular Mechanisms of Ageing,University of Groningen,NoPurchase,161,0
sports-coaching,Sports Coaching,Deakin University,NoPurchase,67,0
strategy-macro-environment-introduction,Strategy and the Macro Environment: An Introduction (C),Coventry University,NoPurchase,230,0
crm-fundamentals-and-practice-salesforce-automation-best-practice,CRM Fundamentals and Practice: Salesforce Automation and Best Practice,FutureLearn,ExpertTrackAccess,50,0
dsp-socialmedia-yes,Digital Skills: Social Media,Accenture Skills to Succeed and Young Enterprise Scotland,NoPurchase,56,0
discovering-development-management-course-1,Discovering Development Management,The Open University,NoPurchase,102,0
customer-engagement,Business Fundamentals: Customer Engagement,The Open University,UpgradedAccess,72889,310
critical-listening-for-studio-production,Critical Listening for Studio Production,Queen's University Belfast,NoPurchase,17709,0
agile-meets-design-thinking,Getting Started with Agile and Design Thinking,"Darden School of Business, University of Virginia",UpgradedAccess,30593,380
organising-for-sustainable-development-goals,Organising for the Sustainable Development Goals (SDGs),Hanken School of Economics,UpgradedAccess,5409,193
black-tudors,Black Tudors: The Untold Story,FutureLearn,UpgradedAccess,3780,173
geriatriconcology,Cancer and the Older Person,The University of Melbourne ,UpgradedAccess,1834,103
ai-for-legal-professionals-i-,AI for Legal Professionals (I): Law and Policy,National Chiao Tung University,UpgradedAccess,2730,81
exploring-copyright-es,"Copyright: Historia, Cultura, Industria",International Confederation of Societies of Authors and Composers (CISAC),UpgradedAccess,1444,0
culture-international-global-marketing-ibm,Culture in International and Global Marketing (IBM),Coventry University,NoPurchase,43,0
creating-audio-description-for-equality-diversity-and-inclusion,Creating Audio Description,"Royal Holloway, University of London ",UpgradedAccess,505,18
preparing-for-life-in-school-and-facilitating-positive-learning-behaviour-primary,Preparing for Life in School and Facilitating Positive Learning Behaviour,Coventry University,NoPurchase,300,0
financial-analysis-for-business-decisions-cash-flow-management,Financial Analysis for Business Decisions: Cash Flow Management,FutureLearn,ExpertTrackAccess,49,0
metabolomics-data,Metabolomics Data Processing and Data Analysis,University of Birmingham,NoPurchase,508,0
scientific-revolution-private,The Scientific Revolution,University of Groningen,NoPurchase,58,0
distribution-networks-and-sustainability-c,Distribution Networks and Sustainability (C),Coventry University,NoPurchase,71,0
big-data-computing-in-cloud,Cloud Systems: Big Data Computing in the Cloud,Dublin City University,NoPurchase,75,0
global-leadership-et,Global Leadership,Coventry University,ExpertTrackAccess,7,0
adaptation-and-standardisation-in-international-marketing,International Marketing: Product Adaptation vs Standardisation,Coventry University,ExpertTrackAccess,17,0
factory-lives-working-in-the-textile-mills,Working Lives in the Factories and Mills,University of Strathclyde,UpgradedAccess,5878,314
constructivist-theory-in-education-secondary,Learning Theories in Education,Coventry University,NoPurchase,320,0
creativity-and-innovation-ef,Creativity and Innovation: Their Role in Becoming an Entrepreneur,Coventry University,NoPurchase,43,0
speech-recognition-systems,Applied Artificial Intelligence: Speech Recognition Systems,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,34,0
software-development-fundamentals-programming-languages-html,Software Development Fundamentals: Programming Languages and HTML,FutureLearn,ExpertTrackAccess,64,0
ux-design-fundamentals-design-thinking-ideation,UX Design Fundamentals: Delivering value to users,FutureLearn,ExpertTrackAccess,91,0
ftk-imager-and-registry-viewer,FTK Imager and Registry Viewer,Coventry University,NoPurchase,46,0
cloudswyft-msft-natural-language-processing-advanced,Applied Artificial Intelligence: Natural Language Processing,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,26,0
socs3200-4,"SOCS3200.4 - Stories, texts and dissemination",The University of Newcastle Australia,NoPurchase,57,0
economic-context-a,The Economic Context – Whither Globalisation? (A),Coventry University,NoPurchase,29,0
strategic-choices-ihrm,Strategic Choices (MBA IHRM),Coventry University,NoPurchase,25,0
m198lon-03,Content Marketing and Planning,Coventry University,NoPurchase,6,0
digital-risk-management-et,Risk Management and Security Vulnerabilities,Coventry University,ExpertTrackAccess,67,0
entrepreneurship-value-creation,Entrepreneurship and Value Creation (C),Coventry University,NoPurchase,9,0
independent-research-project-research-design-c1,Independent Research Project: Research Design (C1),Coventry University,NoPurchase,61,0
emergency-planning-and-preparedness-implementation-c,Emergency Planning and Preparedness Implementation,Coventry University,NoPurchase,9,0
talast-intro,Language Supportive Pedagogy – what is it and why should we use it?,University of Bristol,SponsoredAccess,67,0
bim-information-workflows-information-sharing-workflows-c,BIM Information Workflows and Data Sharing Protocols (C),Coventry University,NoPurchase,31,0
nursing-in-crisis-oc,Nursing in Crisis? Exploring Current Challenges,Coventry University,NoPurchase,13,0
accounting-fundamentals-for-non-accountants,Accounting Fundamentals for Non-Accountants,Coventry University,NoPurchase,14,0
research-methodology,Research Methodology,Coventry University,NoPurchase,3,0
geopolitical-economic-legal-environments-a,"Geopolitical, Economic and Legal Environments (A)",Coventry University,NoPurchase,3,0
taking-of-building-elements-preparation-of-bill,Technology and Civil Engineering Measurement,Coventry University,NoPurchase,18,0
safeguarding-implementation-in-the-international-aid-sector,TBC Safeguarding Implementation in the International Aid Sector,The Open University,UpgradedAccess,2,0
human-comfort-sound,Human Comfort – Sound,Coventry University,UpgradedAccess,1,0
coping-and-psychological-interventions-for-those-exposed-to-trauma,Coping and Psychological Interventions for those Exposed to Trauma,The University of Glasgow,UpgradedAccess,1,0
7055crb-03,7055crb-03,Coventry University,UpgradedAccess,0,0
leading-with-sense-how-to-craft-your-own-leadership-style,TBC Leading with Sense : How to craft your own leadership style,Valerie Gauthier,ExpertTrackAccess,0,0
managing-risk-in-emergency-context-oc,Managing Risk in an Emergency Context,Coventry University,NoPurchase,0,0
zoe-sandbox-course,Zoe's sandbox course,FutureLearn,UpgradedAccess,1,0
global-logistics-management-functions,Global Logistics Management Functions,Coventry University,UpgradedAccess,0,0
creativity-as-a-driver-for-innovation-oc,Creativity as a Driver for Innovation,Coventry University,NoPurchase,1,0
businessmodels-eoccs2,Business Model Design - EOCCS,Coventry University,UpgradedAccess,4,0
essential-elements-of-organisation-development,TBC Essential Elements of Organisation Development,NHS Employers,UpgradedAccess,0,0
human-rights-ways-of-life-the-pandemic-and-the-future,"TBC Human rights, ways of life, the pandemic and the future",The University of Kent,ExpertTrackAccess,0,0
antimicrobial-stewardship-portuguese-delete,Antimicrobial Stewardship (Portuguese),BSAC,UpgradedAccess,1,0
cloudswyft-msft-principles-of-machine-learning-pythoned-deep-ethics,ARCHIVE Microsoft Future Ready: Principles of Machine Learning with Python Programming,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,0,0
autism-and-education,TBC Autism and Education,The University of Kent,UpgradedAccess,0,0
older-people,Caring for Older People,Deakin University,UpgradedAccess,21883,317
programming-101,Programming 101: An Introduction to Python for Educators,Raspberry Pi Foundation,UpgradedAccess,50685,630
play,Exploring Play,The University of Sheffield,UpgradedAccess,63307,403
english-for-academic-purposes,English for Academic Purposes,Università per Stranieri di Siena (UniStraSi),UpgradedAccess,15601,3
ecosystems,Introduction to Ecosystems,The Open University,UpgradedAccess,44021,24
teaching-english-great-lesson,Teaching English: How to Plan a Great Lesson,British Council,UpgradedAccess,64273,330
discovering-science-medicinal-chemistry,Discovering Science: Medicinal Chemistry,University of Leeds,UpgradedAccess,21385,214
developmental-psychology,Introduction to Psychology: Developmental Psychology,Monash University,ExpertTrackAccess,36951,184
energy-environment-future,"Energy, the Environment and Our Future",The Pennsylvania State University,UpgradedAccess,3580,0
interpreting-for-refugees,"Interpreting for Refugees: Contexts, Practices and Ethics",The University of Glasgow,UpgradedAccess,5647,97
visceral-leishmaniasis,Control and Elimination of Visceral Leishmaniasis,London School of Hygiene & Tropical Medicine,UpgradedAccess,2246,21
remote-control-warfare,From State Control to Remote Control,University of Bath,UpgradedAccess,10141,98
pathways-to-property,Pathways to Property: Starting Your Career in Real Estate,University of Reading,SponsoredAccess,20444,0
social-change-marketing,Social Change: How Can Marketing Help?,Griffith University,SponsoredAccess,17927,33
communicating-across-cultures,Communicating across Cultures,British Council,SponsoredAccess,6612,0
mental-skills-training-sport,Mental Skills Training for Sport and Health,Manchester Metropolitan University,UpgradedAccess,4405,166
antisemitism,Antisemitism: From Its Origins to the Present,Yad Vashem,UpgradedAccess,26616,492
palliative-care-in-care-homes,Improving Palliative Care in Care Homes for Older People,Lancaster University,UpgradedAccess,4209,145
business-model-design,Business Model Design,Coventry University,NoPurchase,188,0
social-innovation-global-solutions-for-a-sustainable-future,Social Innovation: Global Solutions for a Sustainable Future,Minca Ventures,UpgradedAccess,1182,62
innovative-financing-for-education,TBC Introduction to Innovative Financing for Education,The Graduate Institute of International and Development Studies,UpgradedAccess,1,0
stem-teaching-primary-science-human-spaceflight,Teaching Primary Science: Human Spaceflight,National STEM Learning Centre,PaidForAccess,1859,81
introducing-art-history-discovering-public-sculpture,Modern Sculpture: An Introduction to Art History,University of York,UpgradedAccess,4957,178
communication,Communication,Coventry University,NoPurchase,1472,0
plan-the-project,Planning the Project,The University of Glasgow,NoPurchase,197,0
concepts-of-governance-and-institutions-in-policy,Concepts of Governance and Institutions in Policy,Coventry University,NoPurchase,39,0
ads712-5,ADH712.5 Food Security in Practice,Deakin University,NoPurchase,231,0
